ebmcode;ebmlabel;price
31688;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31286, 31287, 31296 oder 31297 bei Überweisung durch den Operateur;41,74
31689;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31286, 31287, 31296 oder 31297 bei Erbringung durch den Operateur;35,27
31695;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31301 oder 31311 bei Überweisung durch den Operateur;17,12
31696;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31301 oder 31311 bei Erbringung durch den Operateur;10,85
31697;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31302, 31303, 31312 oder 31313 bei Überweisung durch den Operateur;34,86
31698;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31302, 31303, 31312 oder 31313 bei Erbringung durch den Operateur;28,39
31699;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31304, 31305, 31314 oder 31315 bei Überweisung durch den Operateur;44,88
31700;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31304, 31305, 31314 oder 31315 bei Erbringung durch den Operateur;38,61
31701;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31306, 31307, 31316 oder 31317 bei Überweisung durch den Operateur;57,40
31702;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31306, 31307, 31316 oder 31317 bei Erbringung durch den Operateur;51,35
31708;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31321 oder 31322 bei Überweisung durch den Operateur;16,59
31709;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31321 oder 31322 bei Erbringung durch den Operateur;9,91
31710;Postoperative Behandlung nach der Erbringung der Leistung entsprechend den Gebührenordnungsposition 31323 bei Überweisung durch den Operateur;26,72
31711;Postoperative Behandlung nach der Erbringung der Leistung entsprechend den Gebührenordnungsposition 31323 bei Erbringung durch den Operateur;20,25
31712;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31324 oder 31325 bei Überweisung durch den Operateur;33,81
31713;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31324 oder 31325 bei Erbringung durch den Operateur;27,66
31714;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31326 oder 31327 bei Überweisung durch den Operateur;38,40
31715;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31326 oder 31327 bei Erbringung durch den Operateur;31,93
31716;Postoperative Behandlung nach der Erbringung der Leistung entsprechend den Gebührenordnungspositionen 31331, 31350, 31371, 31372 oder 31373 bei Überweisung durch den Operateur;22,86
31717;Postoperative Behandlung nach der Erbringung der Leistung entsprechend den Gebührenordnungspositionen 31331, 31350, 31371, 31372 oder 31373 bei Erbringung durch den Operateur;16,59
31718;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31332, 31333 oder 31351 bei Überweisung durch den Operateur;36,21
31719;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31332, 31333 oder 31351 bei Erbringung durch den Operateur;29,85
31720;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31334 oder 31335 bei Überweisung durch den Operateur;43,41
31721;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31334 oder 31335 bei Erbringung durch den Operateur;37,05
31722;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31336 oder 31337 bei Überweisung durch den Operateur;48,74
31723;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31336 oder 31337 bei Erbringung durch den Operateur;42,06
31724;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31341 bei Überweisung durch den Operateur;13,67
31725;Postoperative Behandlung nach der Erbringung der Leistung entsprechend der Gebührenordnungsposition 31341 bei Erbringung durch den Operateur;7,20
31726;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31342 oder 31343 bei Überweisung durch den Operateur;13,67
31727;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31342 oder 31343 bei Erbringung durch den Operateur;7,20
31728;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31344 oder 31345 bei Überweisung durch den Operateur;18,47
31729;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31344 oder 31345 bei Erbringung durch den Operateur;12,00
31730;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31346 oder 31347 bei Überweisung durch den Operateur;22,65
31731;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend den Gebührenordnungspositionen 31346 oder 31347 bei Erbringung durch den Operateur.;16,28
31734;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend der Gebührenordnungsposition 31362 bei Überweisung durch den Operateur ;51,66
31735;Postoperative Behandlung nach der Erbringung einer Leistung entsprechend der Gebührenordnungsposition 31362 bei Erbringung durch den Operateur ;16,59
31800;Regionalanästhesie durch den Operateur, der einen ambulanten Eingriff nach Abschnitt 31.2 erbringt;39,45
31801;Retrobulbäre und/oder parabulbäre und/oder peribulbäre Anästhesie durch den Operateur, der einen ambulanten Eingriff der Kategorie U, V, W oder X entsprechend Anhang 2 erbringt;17,01
31820;Leitungsanästhesie eines Nerven oder Ganglions an der Schädelbasis;20,14
31821;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31101, 31111, 31121, 31131, 31141, 31151, 31161, 31171, 31181, 31191, 31201, 31211, 31221, 31231, 31241, 31251, 31261, 31271, 31281, 31291, 31301, 31311, 31321, 31331, 31341, 31371, 31372 oder 31373 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;101,13
31822;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31102, 31112, 31122, 31132, 31142, 31152, 31162, 31172, 31182, 31192, 31202, 31212, 31222, 31232, 31242, 31252, 31262, 31272, 31282, 31292, 31302, 31312, 31322, 31332 oder 31342 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;131,18
31823;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31103, 31113, 31123, 31133, 31143, 31153, 31163, 31173, 31183, 31193, 31203, 31213, 31223, 31233, 31243, 31253, 31263, 31273, 31283, 31293, 31303, 31313, 31323, 31333 oder 31343, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;160,92
31824;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31104, 31114, 31124, 31134, 31144, 31154, 31164, 31174, 31184, 31194, 31204, 31214, 31224, 31234, 31244, 31254, 31264, 31274, 31284, 31294, 31304, 31314, 31324, 31334 oder 31344, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;190,77
31825;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31105, 31115, 31125, 31135, 31145, 31155, 31165, 31175, 31185, 31195, 31205, 31215, 31225, 31235, 31245, 31255, 31265, 31275, 31285, 31295, 31305, 31315, 31325, 31335 oder 31345, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;250,99
31826;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31106, 31116, 31126, 31136, 31146, 31156, 31166, 31176, 31186, 31196, 31206, 31216, 31226, 31236, 31246, 31256, 31266, 31276, 31286, 31296, 31306, 31316, 31326, 31336 oder 31346 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;298,16
31827;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend einer der Gebührenordnungspositionen 31107, 31117, 31127, 31137, 31147, 31157, 31167, 31177, 31187, 31197, 31207, 31217, 31227, 31237, 31247, 31257, 31267, 31277, 31287, 31297, 31307, 31317, 31327, 31337 oder 31347, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;310,37
31828;Zuschlag zu den Gebührenordnungspositionen 31821 bis 31826 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 31827 bei Fortsetzung einer Anästhesie und/oder Narkose für jeweils vollendete 15 Minuten Schnitt-Naht-Zeit;29,85
31840;Patientenadaptiertes Narkosemanagement im Zusammenhang mit einem operativen Eingriff nach der Gebührenordnungsposition 31350;46,23
31841;Patientenadaptiertes Narkosemanagement im Zusammenhang mit einem operativen Eingriff nach der Gebührenordnungsposition 31351;73,68
31900;Praktische Schulung;5,95
31910;Einrichtung von Frakturen und/oder Luxationen distal der Hand- oder Fußwurzel ;5,95
31912;Einrichtung von Frakturen und/oder Luxationen des Ellenbogen- oder Kniegelenkes oder distal davon mit Ausnahme der Leistungsinhalte der Gebührenordnungsposition 31910;11,58
31914;Einrichtung von Frakturen und/oder Luxationen proximal von Knie- oder Ellenbogengelenk;29,01
31920;Kontraktionsmobilisierung;17,32
31930;Behandlung mit einer orofazialen Stütz-, Halte- oder Hilfsvorrichtung;29,01
31932;Behandlung mit einer orthopädischen Stütz-, Halte- und/oder Hilfsvorrichtung ;29,01
31941;Abdrücke und Modelle I;5,95
31942;Abdrücke und Modelle II;9,60
31943;Abdrücke und Modelle III;11,58
31944;Abdrücke und Modelle IV;18,05
31945;Abdrücke und Modelle V;29,01
31946;Abdrücke und Modelle VI;30,79
32001;Wirtschaftliche Erbringung und/oder Veranlassung von Leistungen des Kapitels 32 (in Punkten) für;NA
32025;Quantitative Bestimmung, gilt für die Gebührenordnungspositionen 32025 bis 32027,;NA
32027;Quantitative Bestimmung, gilt für die Gebührenordnungspositionen 32025 bis 32027,;NA
32025;Quantitative Bestimmung, gilt für die Gebührenordnungspositionen 32025 bis 32027,;NA
32026;Quantitative Bestimmung, gilt für die Gebührenordnungspositionen 32025 bis 32027,;NA
32027;Quantitative Bestimmung, gilt für die Gebührenordnungspositionen 32025 bis 32027,;NA
32030;Orientierende Untersuchung ;NA
32031;Mikroskopische Untersuchung des Harns auf morphologische Bestandteile ;NA
32032;Bestimmung des pH-Wertes durch apparative Messung (außer im Harn);NA
32035;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32039;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32035;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32036;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32037;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32038;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32039;Quantitative Bestimmung mit physikalischer oder chemischer Messung oder Zellzählung, gilt für die Gebührenordnungspositionen 32035 bis 32039,;NA
32040;Untersuchung auf Blut im Stuhl in 3 Proben;NA
32041;Qualitativer immunologischer Nachweis von Albumin im Stuhl ;NA
32042;Bestimmung der Blutkörperchensenkungsgeschwindigkeit ;NA
32045;Mikroskopische Untersuchung eines Körpermaterials;NA
32046;Mikroskopische Untersuchung eines Körpermaterials nach differenzierender Färbung, ggf. einschl. Zellzählung, gilt für die Gebührenordnungspositionen 32046, 32047 und 32050,;NA
32050;Mikroskopische Untersuchung eines Körpermaterials nach differenzierender Färbung, ggf. einschl. Zellzählung, gilt für die Gebührenordnungspositionen 32046, 32047 und 32050,;NA
32046;Mikroskopische Untersuchung eines Körpermaterials nach differenzierender Färbung, ggf. einschl. Zellzählung, gilt für die Gebührenordnungspositionen 32046, 32047 und 32050,;NA
32047;Mikroskopische Untersuchung eines Körpermaterials nach differenzierender Färbung, ggf. einschl. Zellzählung, gilt für die Gebührenordnungspositionen 32046, 32047 und 32050,;NA
32050;Mikroskopische Untersuchung eines Körpermaterials nach differenzierender Färbung, ggf. einschl. Zellzählung, gilt für die Gebührenordnungspositionen 32046, 32047 und 32050,;NA
32051;Mikroskopische Differenzierung und Beurteilung aller korpuskulären Bestandteile des gefärbten Blutausstriches ;NA
32052;Quantitative Bestimmung(en) der morphologischen Bestandteile durch Kammerzählung der Zellen im Sammelharn, auch in mehreren Fraktionen innerhalb von 24 Stunden (Addis-Count);NA
32055;Quantitative Bestimmung eines Arzneimittels (z. B. Theophyllin, Antikonvulsiva, Herzglykoside) in einem Körpermaterial mittels trägergebundener (vorportionierter) Reagenzien und apparativer Messung (z. B. Reflexionsmessung),;NA
32056;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32088;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32056;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32057;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32058;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32059;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32060;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32061;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32062;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32063;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32064;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32065;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32066;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32067;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32068;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32069;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32070;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32071;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32072;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32073;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32074;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32075;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32076;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32077;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32078;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32079;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32081;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32082;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32083;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32084;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32085;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32086;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32087;Quantitative Bestimmung von Substraten, Enzymaktivitäten oder Elektrolyten, auch mittels trägergebundener (vorportionierter) Reagenzien, gilt für die Gebührenordnungspositionen 32056 bis 32079 und 32081 bis 32087,;NA
32089;Zuschlag zu den Gebührenordnungspositionen 32057, 32064, 32065 oder 32066 oder 32067, 32069, 32070, 32072 oder 32073, 32074, 32081, 32082 und 32083 bei Erbringung mittels trägergebundener (vorportionierter) Reagenzien im Labor innerhalb der eigenen Arztpraxis als Einzelbestimmung(en), ;NA
32092;Quantitative Bestimmung;NA
32094;Quantitative Bestimmung;NA
32092;Quantitative Bestimmung;NA
32094;Quantitative Bestimmung;NA
32097;Quantitative Bestimmung mittels Immunoassay,;NA
32101;Quantitative Bestimmung mittels Immunoassay,;NA
32097;Quantitative Bestimmung mittels Immunoassay,;NA
32101;Quantitative Bestimmung mittels Immunoassay,;NA
32103;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32106;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32103;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32104;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32105;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32106;Quantitative immunochemische Bestimmung im Serum, gilt für die Gebührenordnungspositionen 32103 bis 32106,;NA
32107;Elektrophoretische Trennung von Proteinen oder Lipoproteinen im Serum mit quantitativer Auswertung der Fraktionen und graphischer Darstellung;NA
32110;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32117;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32110;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32111;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32112;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32113;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32114;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32115;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32116;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32117;Untersuchungen zur Abklärung einer plasmatischen Gerinnungsstörung oder zur Verlaufskontrolle bei Antikoagulantientherapie, gilt für die Gebührenordnungspositionen 32110 bis 32117,;NA
32120;Bestimmung von mindestens zwei der folgenden Parameter: Erythrozytenzahl, Leukozytenzahl (ggf. einschl. orientierender Differenzierung), Thrombozytenzahl, Hämoglobin, Hämatokrit, mechanisierte Retikulozytenzählung, insgesamt;NA
32121;Mechanisierte Zählung der Neutrophilen, Eosinophilen, Basophilen, Lymphozyten und Monozyten, insgesamt;NA
32122;Vollständiger Blutstatus mittels automatisierter Verfahren;NA
32123;Zuschlag zu den Gebührenordnungspositionen 32121 oder 32122 bei nachfolgender mikroskopischer Differenzierung und Beurteilung aller korpuskulären Bestandteile des gefärbten Blutausstriches;NA
32124;Bestimmung der endogenen Kreatininclearance ;NA
32125;Bestimmung von mindestens sechs der folgenden Parameter: Erythrozyten, Leukozyten, Thrombozyten, Hämoglobin, Hämatokrit, Kalium, Glukose im Blut, Kreatinin, Gamma-GT vor Eingriffen in Narkose oder in rückenmarksnaher Regionalanästhesie (spinal, peridural);NA
32128;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32136;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32128;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32130;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32131;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32132;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32133;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32134;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32135;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32136;Immunologischer oder gleichwertiger chemischer Nachweis, ggf. einschl. mehrerer Probenverdünnungen, gilt für die Gebührenordnungspositionen 32128 und 32130 bis 32136,;NA
32137;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32147;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32137;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32140;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32141;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32142;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32143;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
32144;Drogensuchtest unter Verwendung eines vorgefertigten Reagenzträgers, gilt für Gebührenordnungspositionen 32137 und 32140 bis 32147;NA
